,delta_time
2992,19
2993,4
2994,9
2995,7
2996,9
2997,17
2998,11
2999,7
3000,7
3001,7
3002,9
3003,2
3004,7
3005,4
3006,14
3007,8
3008,8
3009,8
3010,7
3011,7
3012,10
3013,10
3014,9
3015,2
3016,10
3017,11
3018,10
3019,15
3020,8
3021,24
3022,7
3023,9
3024,7
3025,7
3026,2
3027,7
3028,3
3029,11
3030,14
3031,4
3032,11
3033,8
3034,11
3035,8
3036,4
3037,9
3038,11
3039,24
3040,78
3041,11
3042,7
3043,4
3044,11
3045,84
3046,21
3047,9
3048,11
3049,9
3050,7
3051,10
3052,7
3053,9
3054,7
3055,14
3056,7
3057,8
3058,4
3059,22
3060,14
3061,17
3062,15
3063,11
3064,71
3065,11
3066,14
3067,18
3068,8
3069,10
3070,13
3071,15
3072,13
3073,13
3074,14
3075,6
3076,6
3077,13
3078,6
3079,22
3080,4
3081,22
3082,9
3083,9
3084,7
3085,10
3086,6
3087,7
3088,2
3089,14
3090,10
3091,10
3092,14
3093,15
3094,7
3095,13
3096,9
3097,14
3098,10
3099,8
3100,3
3101,13
3102,3
3103,6
3104,13
3105,22
3106,11
3107,9
3108,17
3109,8
3110,7
3111,23
3112,9
3113,9
3114,6
3115,6
3116,22
3117,8
3118,7
3119,8
3120,16
3121,6
3122,15
3123,7
3124,23
3125,7
3126,7
3127,6
3128,7
3129,14
3130,6
3131,8
3132,43
3133,11
3134,10
3135,7
3136,14
3137,7
3138,16
3139,8
3140,14
3141,10
3142,6
3143,9
3144,3
3145,3
3146,7
3147,6
3148,6
3149,6
3150,5
3151,12
3152,9
3153,5
3154,8
3155,23
3156,12
3157,28
3158,7
3159,20
3160,12
3161,8
3162,8
3163,6
3164,6
3165,13
3166,26
3167,13
3168,6
3169,5
3170,12
3171,5
3172,8
3173,8
3174,23
3175,13
3176,20
3177,29
3178,6
3179,12
3180,14
3181,7
3182,5
3183,9
3184,8
3185,30
3186,9
3187,6
3188,12
3189,13
3190,13
3191,7
3192,195
3193,10
3194,16
3195,8
3196,8
3197,15
3198,14
3199,8
3200,29
3201,10
3202,8
3203,9
3204,9
3205,15
3206,8
3207,23
3208,5
3209,9
3210,6
3211,12
3212,47
3213,195
3214,7
3215,6
3216,7
3217,20
3218,15
3219,5
3220,12
3221,8
3222,15
3223,20
3224,8
3225,12
3226,27
3227,6
3228,6
3229,5
3230,5
3231,18
3232,15
3233,16
3234,16
3235,5
3236,7
3237,5
3238,11
3239,13
3240,4
3241,42
3242,7
3243,13
3244,8
3245,194
3246,8
3247,26
3248,13
3249,5
3250,5
3251,29
3252,14
3253,16
3254,8
3255,7
3256,7
3257,11
3258,11
3259,11
3260,13
3261,7
3262,5
3263,8
3264,5
3265,12
3266,8
3267,13
3268,8
3269,5
3270,11
3271,12
3272,11
3273,13
3274,14
3275,8
3276,6
3277,11
3278,6
3279,14
3280,5
3281,12
3282,12
3283,11
3284,11
3285,13
3286,39
3287,8
3288,12
3289,15
3290,19
3291,15
3292,8
3293,14
3294,18
3295,47
3296,6
3297,15
3298,7
3299,7
3300,5
3301,20
3302,6
3303,7
3304,4
3305,6
3306,13
3307,10
3308,11
3309,6
3310,10
3311,10
3312,10
3313,12
3314,25
3315,17
3316,10
3317,10
3318,21
3319,7
3320,11
3321,12
3322,13
3323,12
3324,13
3325,6
3326,19
3327,14
3328,13
3329,6
3330,6
3331,13
3332,8
3333,5
3334,7
3335,6
3336,11
3337,18
3338,12
3339,7
3340,11
3341,12
3342,6
3343,17
3344,12
3345,17
3346,39
3347,11
3348,10
3349,11
3350,20
3351,7
3352,10
3353,7
3354,13
3355,12
3356,17
3357,10
3358,8
3359,8
3360,14
3361,11
3362,11
3363,11
3364,12
3365,10
3366,11
3367,17
3368,11
3369,19
3370,7
3371,18
3372,7
3373,26
3374,11
3375,13
3376,11
3377,26
3378,11
3379,11
3380,10
3381,11
3382,16
3383,6
3384,12
3385,9
3386,11
3387,11
3388,11
3389,17
3390,11
3391,20
3392,5
3393,17
3394,9
3395,10
3396,5
3397,10
3398,10
3399,16
3400,9
3401,16
3402,12
3403,13
3404,9
3405,6
3406,10
3407,6
3408,27
3409,14
3410,21
3411,9
3412,5
3413,11
3414,9
3415,13
3416,6
3417,11
3418,17
3419,10
3420,17
3421,17
3422,16
3423,9
3424,12
3425,9
3426,6
3427,19
3428,16
3429,12
3430,13
3431,9
3432,10
3433,37
3434,10
3435,47
3436,6
3437,12
3438,14
3439,16
3440,7
3441,13
3442,5
3443,9
3444,11
3445,3
3446,12
3447,5
3448,8
3449,8
3450,10
3451,15
3452,9
3453,9
3454,11
3455,12
3456,12
3457,4
3458,22
3459,15
3460,4
3461,10
3462,16
3463,10
3464,22
3465,5
3466,24
3467,5
3468,22
3469,5
3470,12
3471,8
3472,8
3473,16
3474,8
3475,4
3476,10
3477,16
3478,5
3479,8
3480,16
3481,9
3482,16
3483,9
3484,4
3485,9
3486,15
3487,5
3488,8
3489,11
3490,9
3491,9
3492,9
3493,10
3494,5
3495,9
3496,4
3497,9
3498,30
3499,8
3500,18
3501,9
3502,9
3503,30
3504,12
3505,8
3506,19
3507,4
3508,7
3509,22
3510,2
3511,19
3512,7
3513,10
3514,31
3515,15
3516,11
3517,11
3518,23
3519,23
3520,9
3521,7
3522,10
3523,11
3524,11
3525,9
3526,30
3527,8
3528,14
3529,9
3530,23
3531,23
3532,10
3533,23
3534,14
3535,14
3536,3
3537,6
3538,8
3539,8
3540,44
3541,7
3542,9
3543,9
3544,16
3545,14
3546,8
3547,4
3548,10
3549,8
3550,21
3551,6
3552,7
3553,7
3554,4
3555,14
3556,8
3557,7
3558,9
3559,14
3560,8
3561,21
3562,8
3563,7
3564,9
3565,7
3566,16
3567,8
3568,16
3569,7
3570,7
3571,9
3572,7
3573,25
3574,38
3575,8
3576,15
3577,7
3578,3
3579,24
3580,7
3581,15
3582,8
3583,9
3584,23
3585,10
3586,4
3587,14
3588,190
3589,7
3590,28
3591,13
3592,7
3593,7
3594,11
3595,15
3596,8
3597,9
3598,8
3599,22
3600,10
3601,14
3602,4
3603,40
3604,8
3605,21
3606,22
3607,9
3608,7
3609,2
3610,7
3611,17
3612,21
3613,8
3614,13
3615,6
3616,8
3617,5
3618,6
3619,13
3620,13
3621,2
3622,8
3623,9
3624,13
3625,7
3626,6
3627,7
3628,9
3629,7
3630,14
3631,8
3632,16
3633,8
3634,9
3635,17
3636,10
3637,30
3638,25
3639,8
3640,10
3641,9
3642,26
3643,13
3644,3
3645,7
3646,21
3647,8
3648,13
3649,9
3650,7
3651,3
3652,8
3653,7
3654,10
3655,7
3656,14
3657,7
3658,15
3659,7
3660,20
3661,10
3662,7
3663,8
3664,13
3665,10
3666,23
3667,10
3668,15
3669,15
3670,13
3671,21
3672,20
3673,8
3674,14
3675,14
3676,14
3677,8
3678,7
3679,10
3680,9
3681,47
3682,13
3683,9
3684,7
3685,22
3686,17
3687,14
3688,9
3689,26
3690,7
3691,14
3692,8
3693,11
3694,8
3695,10
3696,17
3697,3
3698,17
3699,25
3700,10
3701,13
3702,10
3703,5
3704,24
3705,5
3706,21
3707,8
3708,15
3709,8
3710,2
3711,13
3712,12
3713,12
3714,12
3715,5
3716,26
3717,6
3718,12
3719,20
3720,8
3721,8
3722,16
3723,6
3724,6
3725,188
3726,5
3727,8
3728,8
3729,9
3730,12
3731,23
3732,5
3733,9
3734,9
3735,6
3736,14
3737,5
3738,8
3739,23
3740,12
3741,12
3742,6
3743,23
3744,13
3745,7
3746,15
3747,9
3748,7
3749,7
3750,13
3751,15
3752,34
3753,8
3754,13
3755,9
3756,14
3757,16
3758,20
3759,5
3760,15
3761,8
3762,21
3763,27
3764,6
3765,12
3766,9
3767,9
3768,8
3769,13
3770,8
3771,13
3772,6
3773,8
3774,16
3775,8
3776,12
3777,9
3778,12
3779,12
3780,15
3781,8
3782,21
3783,27
3784,9
3785,13
3786,22
3787,15
3788,8
3789,6
3790,12
3791,12
3792,16
3793,17
3794,12
3795,20
3796,9
3797,6
3798,19
3799,6
3800,188
3801,5
3802,4
3803,14
3804,26
3805,11
3806,6
3807,41
3808,12
3809,11
3810,6
3811,11
3812,16
3813,5
3814,6
3815,8
3816,6
3817,5
3818,22
3819,11
3820,21
3821,20
3822,12
3823,4
3824,14
3825,18
3826,15
3827,12
3828,7
3829,21
3830,18
3831,33
3832,187
3833,25
3834,14
3835,7
3836,8
3837,18
3838,19
3839,8
3840,12
3841,13
3842,5
3843,8
3844,13
3845,14
3846,12
3847,37
3848,5
3849,5
3850,39
3851,20
3852,8
3853,14
3854,11
3855,14
3856,14
3857,11
3858,12
3859,20
3860,41
3861,8
3862,5
3863,7
3864,8
3865,12
3866,8
3867,12
3868,6
3869,12
3870,5
3871,6
3872,5
3873,5
3874,6
3875,6
3876,32
3877,5
3878,20
3879,8
3880,20
3881,9
3882,13
3883,15
3884,6
3885,7
3886,12
3887,22
3888,12
3889,8
3890,14
3891,4
3892,7
3893,8
3894,4
3895,18
3896,8
3897,9
3898,15
3899,46
3900,11
3901,18
3902,33
3903,11
3904,12
3905,17
3906,7
3907,12
3908,10
3909,7
3910,5
3911,6
3912,10
3913,11
3914,18
3915,7
3916,6
3917,11
3918,14
3919,17
3920,11
3921,21
3922,186
3923,5
3924,7
3925,10
3926,10
3927,5
3928,13
3929,12
3930,10
3931,18
3932,14
3933,19
3934,12
3935,21
3936,13
3937,21
3938,12
3939,10
3940,13
3941,13
3942,6
3943,10
3944,12
3945,12
3946,31
3947,21
3948,10
3949,11
3950,13
3951,17
3952,7
3953,31
3954,7
3955,24
3956,11
3957,13
3958,17
3959,11
3960,18
3961,17
3962,26
3963,6
3964,14
3965,5
3966,14
3967,17
3968,16
3969,5
3970,6
3971,6
3972,10
3973,26
3974,9
3975,19
3976,24
3977,12
3978,20
3979,9
3980,9
3981,10
3982,10
3983,13
3984,13
3985,11
3986,12
3987,11
3988,9
3989,16
3990,6
3991,10
3992,6
3993,9
3994,11
3995,11
3996,11
3997,16
3998,9
3999,9
4000,11
4001,6
4002,11
4003,12
4004,12
4005,16
4006,6
4007,11
4008,5
4009,6
4010,9
4011,20
4012,9
4013,11
4014,9
4015,11
4016,12
4017,9
4018,12
4019,18
4020,5
4021,6
4022,5
4023,37
4024,9
4025,17
4026,10
4027,6
4028,11
4029,24
4030,12
4031,10
4032,5
4033,6
4034,73
4035,12
4036,4
4037,9
4038,17
4039,8
4040,3
4041,5
4042,23
4043,11
4044,6
4045,9
4046,5
4047,12
4048,5
4049,10
4050,5
4051,68
4052,9
4053,5
4054,10
4055,13
4056,9
4057,17
4058,15
4059,15
4060,21
4061,15
4062,3
4063,32
4064,4
4065,12
4066,10
4067,12
4068,13
4069,8
4070,3
4071,11
4072,8
4073,8
4074,10
4075,9
4076,10
4077,6
4078,3
4079,15
4080,5
4081,18
4082,4
4083,10
4084,5
4085,9
4086,31
4087,10
4088,15
4089,11
4090,11
4091,4
4092,17
4093,44
4094,9
4095,16
4096,3
4097,45
4098,10
4099,7
4100,21
4101,2
4102,21
4103,7
4104,8
4105,7
4106,4
4107,30
4108,3
4109,8
4110,8
4111,7
4112,4
4113,18
4114,7
4115,16
4116,8
4117,51
4118,9
4119,10
4120,9
4121,4
4122,7
4123,7
4124,11
4125,10
4126,9
4127,18
4128,3
4129,4
4130,8
4131,3
4132,7
4133,8
4134,18
4135,10
4136,16
4137,10
4138,9
4139,7
4140,26
4141,14
4142,24
4143,7
4144,7
4145,20
4146,7
4147,15
4148,11
4149,7
4150,15
4151,10
4152,8
4153,8
4154,8
4155,3
4156,7
4157,7
4158,21
4159,3
4160,8
4161,3
4162,24
4163,22
4164,16
4165,9
4166,15
4167,18
4168,3
4169,8
4170,4
4171,10
4172,17
4173,9
4174,14
4175,16
4176,24
4177,4
4178,72
4179,14
4180,11
4181,16
4182,10
4183,9
4184,4
4185,9
4186,3
4187,17
4188,12
4189,10
4190,10
4191,4
4192,8
4193,7
4194,7
4195,18
4196,9
4197,9
4198,9
4199,17
4200,16
4201,6
4202,13
4203,6
4204,7
4205,14
4206,6
4207,6
4208,8
4209,9
4210,13
4211,9
4212,30
4213,21
4214,27
4215,9
4216,8
4217,9
4218,14
4219,3
4220,13
4221,7
4222,13
4223,10
4224,7
4225,7
4226,3
4227,20
4228,6
4229,8
4230,6
4231,28
4232,16
4233,13
4234,7
4235,20
4236,7
4237,13
4238,21
4239,6
4240,15
4241,10
4242,14
4243,13
4244,14
4245,14
4246,8
4247,7
4248,6
4249,8
4250,20
4251,8
4252,7
4253,8
4254,22
4255,6
4256,18
4257,13
4258,2
4259,9
4260,6
4261,7
4262,3
4263,8
4264,6
4265,20
4266,16
4267,3
4268,6
4269,7
4270,14
4271,6
4272,6
4273,6
4274,16
4275,8
4276,8
4277,13
4278,6
4279,7
4280,9
4281,8
4282,6
4283,16
4284,10
4285,4
4286,23
4287,16
4288,6
4289,8
4290,23
4291,16
4292,12
4293,7
4294,9
4295,9
4296,13
4297,16
4298,5
4299,14
4300,14
4301,7
4302,31
4303,6
4304,7
4305,5
4306,7
4307,7
4308,6
4309,7
4310,2
4311,9
4312,7
4313,2
4314,7
4315,8
4316,12
4317,12
4318,8
4319,5
4320,7
4321,13
4322,7
4323,6
4324,9
4325,15
4326,12
4327,16
4328,8
4329,28
4330,12
4331,5
4332,15
4333,9
4334,7
4335,15
4336,7
4337,19
4338,9
4339,9
4340,8
4341,8
4342,6
4343,9
4344,8
4345,5
4346,8
4347,43
4348,12
4349,57
4350,9
4351,16
4352,12
4353,13
4354,29
4355,7
4356,8
4357,6
4358,6
4359,5
4360,9
4361,8
4362,13
4363,15
4364,27
4365,27
4366,9
4367,13
4368,14
4369,20
4370,5
4371,7
4372,6
4373,27
4374,9
4375,9
4376,9
4377,14
4378,7
4379,6
4380,12
4381,6
4382,13
4383,8
4384,12
4385,9
4386,12
4387,22
4388,19
4389,6
4390,21
4391,7
4392,9
4393,14
4394,43
4395,7
4396,5
4397,11
4398,5
4399,12
4400,12
4401,7
4402,7
4403,11
4404,10
4405,12
4406,5
4407,19
4408,13
4409,8
4410,4
4411,8
4412,43
4413,7
4414,15
4415,19
4416,12
4417,6
4418,12
4419,8
4420,19
4421,6
4422,2
4423,18
4424,8
4425,6
4426,7
4427,11
4428,7
4429,7
4430,12
4431,15
4432,13
4433,20
4434,19
4435,14
4436,13
4437,8
4438,7
4439,8
4440,11
4441,13
4442,7
4443,6
4444,6
4445,14
4446,5
4447,7
4448,12
4449,4
4450,6
4451,32
4452,56
4453,11
4454,25
4455,20
4456,5
4457,13
4458,13
4459,14
4460,12
4461,8
4462,12
4463,11
4464,6
4465,6
4466,12
4467,20
4468,18
4469,8
4470,7
4471,8
4472,14
4473,21
4474,11
4475,15
4476,12
4477,28
4478,11
4479,4
4480,6
4481,6
4482,20
4483,12
4484,7
4485,7
4486,7
4487,26
4488,12
4489,14
4490,12
4491,8
4492,21
4493,14
4494,20
4495,6
4496,4
4497,20
4498,10
4499,10
4500,3
4501,7
4502,24
4503,25
4504,12
4505,6
4506,10
4507,16
4508,70
4509,6
4510,12
4511,24
4512,4
4513,13
4514,18
4515,14
4516,12
4517,101
4518,11
4519,7
4520,17
4521,12
4522,27
4523,18
4524,6
4525,18
4526,10
4527,11
4528,6
4529,11
4530,19
4531,11
4532,11
4533,7
4534,5
4535,12
4536,10
4537,6
4538,11
4539,7
4540,40
4541,17
4542,33
4543,20
4544,17
4545,15
4546,11
4547,11
4548,14
4549,6
4550,19
4551,6
4552,11
4553,7
4554,10
4555,11
4556,14
4557,7
4558,13
4559,60
4560,12
4561,6
4562,11
4563,11
4564,11
4565,10
4566,11
4567,17
4568,10
4569,11
4570,10
4571,6
4572,9
4573,9
4574,6
4575,51
4576,16
4577,23
4578,13
4579,16
4580,13
4581,9
4582,11
4583,5
4584,5
4585,6
4586,16
4587,26
4588,7
4589,23
4590,6
4591,4
4592,4
4593,16
4594,10
4595,9
4596,10
4597,10
4598,10
4599,4
4600,24
4601,5
4602,9
4603,14
4604,5
4605,16
4606,19
4607,5
4608,10
4609,6
4610,6
4611,12
4612,6
4613,5
4614,5
4615,12
4616,33
4617,10
4618,9
4619,24
4620,11
4621,34
4622,9
4623,4
4624,6
4625,11
4626,10
4627,6
4628,5
4629,10
4630,27
4631,9
4632,13
4633,5
4634,39
4635,17
4636,17
4637,41
4638,19
4639,10
4640,13
4641,24
4642,24
4643,10
4644,5
4645,5
4646,5
4647,15
4648,10
4649,10
4650,37
4651,10
4652,5
4653,23
4654,13
4655,18
4656,10
4657,4
4658,8
4659,12
4660,9
4661,8
4662,8
4663,3
4664,9
4665,24
4666,4
4667,23
4668,10
4669,10
4670,15
4671,58
4672,10
4673,24
4674,8
4675,8
4676,9
4677,15
4678,22
4679,8
4680,15
4681,11
4682,52
4683,8
4684,14
4685,3
4686,17
4687,8
4688,3
4689,9
4690,23
4691,13
4692,12
4693,12
4694,8
4695,6
4696,8
4697,5
4698,32
4699,5
4700,10
4701,6
4702,16
4703,11
4704,16
4705,8
4706,33
4707,10
4708,15
4709,9
4710,4
4711,15
4712,9
4713,14
4714,3
4715,7
4716,14
4717,17
4718,2
4719,7
4720,21
4721,8
4722,16
4723,36
4724,11
4725,7
4726,14
4727,16
4728,11
4729,11
4730,8
4731,14
4732,4
4733,8
4734,9
4735,11
4736,8
4737,16
4738,9
4739,9
4740,11
4741,9
4742,39
4743,7
4744,14
4745,31
4746,7
4747,3
4748,10
4749,7
4750,23
4751,14
4752,7
4753,11
4754,11
4755,4
4756,8
4757,10
4758,4
4759,10
4760,4
4761,10
4762,25
4763,39
4764,9
4765,8
4766,9
4767,9
4768,24
4769,23
4770,11
4771,10
4772,14
4773,14
4774,9
4775,11
4776,11
4777,7
4778,8
4779,16
4780,14
4781,15
4782,10
4783,3
4784,17
4785,4
4786,8
4787,10
4788,16
4789,4
4790,21
4791,10
4792,8
4793,21
4794,23
4795,7
4796,11
4797,9
4798,43
4799,9
4800,4
4801,5
4802,10
4803,10
4804,3
4805,14
4806,17
4807,9
4808,23
4809,9
4810,6
4811,15
4812,23
4813,3
4814,14
4815,14
4816,3
4817,3
4818,7
4819,3
4820,16
4821,3
4822,8
4823,7
4824,6
4825,16
4826,6
4827,30
4828,7
4829,6
4830,50
4831,14
4832,13
4833,7
4834,16
4835,13
4836,8
4837,8
4838,14
4839,2
4840,14
4841,8
4842,8
4843,18
4844,7
4845,15
4846,7
4847,13
4848,6
4849,14
4850,7
4851,15
4852,4
4853,15
4854,3
4855,6
4856,22
4857,8
4858,16
4859,9
4860,7
4861,21
4862,6
4863,14
4864,8
4865,3
4866,6
4867,22
4868,15
4869,6
4870,7
4871,8
4872,6
4873,9
4874,8
4875,6
4876,7
4877,14
4878,22
4879,6
4880,10
4881,6
4882,7
4883,10
4884,7
4885,8
4886,6
4887,8
4888,16
4889,6
4890,6
4891,7
4892,6
4893,3
4894,16
4895,10
4896,12
4897,6
4898,14
4899,13
4900,6
4901,49
4902,19
4903,8
4904,13
4905,9
4906,5
4907,30
4908,5
4909,6
4910,20
4911,13
4912,13
4913,7
4914,14
4915,12
4916,13
4917,8
4918,15
4919,6
4920,7
4921,22
4922,56
4923,13
4924,6
4925,7
4926,6
4927,20
4928,7
4929,13
4930,6
4931,19
4932,13
4933,9
4934,174
4935,13
4936,20
4937,12
4938,14
4939,8
4940,6
4941,6
4942,19
4943,15
4944,22
4945,13
4946,6
4947,12
4948,5
4949,20
4950,11
4951,11
4952,6
4953,6
4954,6
4955,17
4956,7
4957,9
4958,20
4959,9
4960,6
4961,8
4962,12
4963,9
4964,7
4965,7
4966,13
4967,20
4968,20
4969,9
4970,12
4971,11
4972,12
4973,7
4974,18
4975,8
4976,11
4977,13
4978,8
4979,12
4980,25
4981,12
4982,53
4983,14
4984,15
4985,13
4986,7
4987,18
4988,35
4989,11
4990,5
4991,8
4992,4
4993,11
4994,6
4995,6
4996,8
4997,11
4998,4
4999,4
5000,16
5001,8
5002,8
5003,12
5004,11
5005,28
5006,12
5007,12
5008,12
5009,8
5010,7
5011,21
5012,13
5013,11
5014,11
5015,6
5016,11
5017,12
5018,36
5019,18
5020,11
5021,23
5022,14
5023,8
5024,13
5025,18
5026,28
5027,12
5028,13
5029,19
5030,5
5031,14
5032,6
5033,4
5034,19
5035,20
5036,14
5037,5
5038,11
5039,7
5040,11
5041,51
5042,6
5043,25
5044,12
5045,10
5046,13
5047,19
5048,6
5049,4
5050,18
5051,10
5052,13
5053,12
5054,10
5055,20
5056,19
5057,75
5058,6
5059,4
5060,5
5061,6
5062,12
5063,6
5064,12
5065,12
5066,7
5067,13
5068,47
5069,20
5070,12
5071,10
5072,12
5073,13
5074,5
5075,19
5076,172
5077,27
5078,18
5079,10
5080,7
5081,11
5082,12
5083,6
5084,10
5085,5
5086,20
5087,7
5088,22
5089,6
5090,7
5091,13
5092,5
5093,11
5094,32
5095,12
5096,7
5097,20
5098,6
5099,10
5100,19
5101,19
5102,5
5103,28
5104,11
5105,8
5106,20
5107,40
5108,17
5109,16
5110,9
5111,10
5112,36
5113,6
5114,5
5115,6
5116,12
5117,5
5118,10
5119,7
5120,16
5121,5
5122,36
5123,6
5124,17
5125,9
5126,9
5127,3
5128,17
5129,4
5130,19
5131,9
5132,17
5133,11
5134,5
5135,5
5136,18
5137,19
5138,9
5139,10
5140,24
5141,24
5142,13
5143,16
5144,16
5145,5
5146,14
5147,38
5148,16
5149,18
5150,10
5151,42
5152,19
5153,4
5154,18
5155,28
5156,12
5157,25
5158,18
5159,4
5160,10
5161,5
5162,9
5163,16
5164,6
5165,12
5166,10
5167,10
5168,18
5169,27
5170,5
5171,19
5172,12
5173,13
5174,4
5175,9
5176,10
5177,17
5178,5
5179,10
5180,16
5181,15
5182,11
5183,15
5184,27
5185,4
5186,11
5187,51
5188,9
5189,5
5190,9
5191,5
5192,8
5193,3
5194,8
5195,8
5196,8
5197,15
5198,9
5199,11
5200,10
5201,18
5202,8
5203,18
5204,4
5205,17
5206,18
5207,16
5208,5
5209,5
5210,18
5211,16
5212,16
5213,21
5214,4
5215,11
5216,10
5217,43
5218,5
5219,32
5220,9
5221,16
5222,15
5223,8
5224,16
5225,4
5226,11
5227,8
5228,8
5229,15
5230,31
5231,4
5232,8
5233,8
5234,30
5235,8
5236,4
5237,8
5238,15
5239,9
5240,7
5241,7
5242,14
5243,10
5244,9
5245,10
5246,10
5247,10
5248,9
5249,10
5250,10
5251,14
5252,4
5253,14
5254,10
5255,14
5256,14
5257,25
5258,16
5259,32
5260,25
5261,22
5262,14
5263,9
5264,14
5265,17
5266,3
5267,7
5268,10
5269,15
5270,29
5271,8
5272,15
5273,10
5274,37
5275,9
5276,16
5277,7
5278,7
5279,16
5280,7
5281,15
5282,7
5283,8
5284,10
5285,9
5286,15
5287,4
5288,7
5289,15
5290,4
5291,15
5292,8
5293,17
5294,25
5295,16
5296,16
5297,16
5298,3
5299,42
5300,8
5301,9
5302,8
5303,9
5304,24
5305,6
5306,8
5307,13
5308,13
5309,8
5310,9
5311,42
5312,4
5313,14
5314,8
5315,13
5316,8
5317,8
5318,31
5319,13
5320,13
5321,15
5322,13
5323,15
5324,168
5325,11
5326,14
5327,44
5328,7
5329,7
5330,7
5331,3
5332,8
5333,7
5334,6
5335,8
5336,6
5337,6
5338,15
5339,7
5340,16
5341,8
5342,31
5343,7
5344,6
5345,13
5346,6
5347,7
5348,8
5349,13
5350,6
5351,8
5352,15
5353,168
5354,6
5355,15
5356,8
5357,6
5358,16
5359,7
5360,8
5361,8
5362,9
5363,15
5364,8
5365,6
5366,7
5367,13
5368,6
5369,16
5370,35
5371,8
5372,3
5373,7
5374,16
5375,3
5376,13
5377,13
5378,16
5379,9
5380,7
5381,4
5382,15
5383,28
5384,14
5385,13
5386,6
5387,13
5388,14
5389,8
5390,9
5391,13
5392,7
5393,13
5394,8
5395,6
5396,168
5397,3
5398,27
5399,12
5400,20
5401,56
5402,6
5403,12
5404,7
5405,7
5406,12
5407,14
5408,3
5409,8
5410,6
5411,5
5412,13
5413,12
5414,13
5415,14
5416,7
5417,6
5418,7
5419,7
5420,8
5421,6
5422,12
5423,7
5424,2
5425,14
5426,12
5427,12
5428,7
5429,5
5430,7
5431,5
5432,7
5433,7
5434,5
5435,14
5436,3
5437,5
5438,12
5439,6
5440,14
5441,7
5442,8
5443,7
5444,47
5445,6
5446,38
5447,14
5448,5
5449,27
5450,6
5451,8
5452,6
5453,10
5454,6
5455,37
5456,5
5457,6
5458,12
5459,14
5460,14
5461,29
5462,7
5463,5
5464,13
5465,5
5466,5
5467,7
5468,43
5469,6
5470,13
5471,12
5472,12
5473,8
5474,8
5475,31
5476,6
5477,6
5478,8
5479,6
5480,14
5481,12
5482,41
5483,12
5484,8
5485,16
5486,8
5487,8
5488,6
5489,5
5490,5
5491,27
5492,12
5493,11
5494,13
5495,6
5496,6
5497,12
5498,9
5499,11
5500,7
5501,11
5502,6
5503,32
5504,1
5505,6
5506,18
5507,6
5508,26
5509,11
5510,7
5511,4
5512,15
5513,5
5514,6
5515,166
5516,12
5517,12
5518,7
5519,32
5520,11
5521,12
5522,11
5523,26
5524,12
5525,33
5526,27
5527,7
5528,12
5529,14
5530,12
5531,11
5532,12
5533,22
5534,21
5535,7
5536,7
5537,26
5538,12
5539,13
5540,6
5541,6
5542,13
5543,7
5544,5
5545,26
5546,5
5547,13
5548,7
5549,7
5550,6
5551,7
5552,11
5553,4
5554,6
5555,12
5556,14
5557,13
5558,34
5559,9
5560,6
5561,11
5562,9
5563,32
5564,13
5565,7
5566,12
5567,6
5568,6
5569,35
5570,14
5571,7
5572,47
5573,7
5574,6
5575,7
5576,5
5577,9
5578,4
5579,7
5580,7
5581,12
5582,10
5583,4
5584,11
5585,10
5586,10
5587,35
5588,28
5589,3
5590,13
5591,6
5592,6
5593,33
5594,12
5595,12
5596,6
5597,17
5598,13
5599,12
5600,11
5601,10
5602,12
5603,4
5604,12
5605,10
5606,4
5607,10
5608,25
5609,11
5610,20
5611,19
5612,20
5613,25
5614,5
5615,11
5616,5
5617,11
5618,10
5619,5
5620,5
5621,13
5622,42
5623,10
5624,13
5625,10
5626,11
5627,4
5628,11
5629,21
5630,12
5631,5
5632,25
5633,33
5634,20
5635,11
5636,12
5637,34
5638,34
5639,6
5640,12
5641,13
5642,5
5643,21
5644,11
5645,35
5646,12
5647,21
5648,13
5649,6
5650,32
5651,10
5652,12
5653,15
5654,20
5655,11
5656,11
5657,11
5658,31
5659,11
5660,10
5661,5
5662,10
5663,11
5664,10
5665,12
5666,12
5667,10
5668,24
5669,10
5670,25
5671,5
5672,12
5673,10
5674,9
5675,37
5676,11
5677,4
5678,5
5679,24
5680,9
5681,12
5682,9
5683,7
5684,35
5685,11
5686,9
5687,11
5688,38
5689,4
5690,10
5691,32
5692,10
5693,9
5694,12
5695,14
5696,37
5697,12
5698,41
5699,31
5700,12
5701,10
5702,4
5703,12
5704,10
5705,9
5706,10
5707,11
5708,11
5709,11
5710,11
5711,5
5712,4
5713,28
5714,10
5715,10
5716,44
5717,12
5718,5
5719,9
5720,4
5721,10
5722,24
5723,31
5724,33
5725,9
5726,3
5727,9
5728,18
5729,11
5730,18
5731,9
5732,8
5733,30
5734,25
5735,11
5736,17
5737,8
5738,11
5739,32
5740,4
5741,9
5742,8
5743,9
5744,18
5745,24
5746,9
5747,8
5748,8
5749,25
5750,4
5751,11
5752,19
5753,8
5754,11
5755,17
5756,8
5757,9
5758,9
5759,18
5760,32
5761,9
5762,19
5763,10
5764,3
5765,11
5766,9
5767,11
5768,9
5769,34
5770,8
5771,22
5772,28
5773,11
5774,39
5775,17
5776,4
5777,8
5778,23
5779,9
5780,8
5781,8
5782,19
5783,10
5784,9
5785,3
5786,18
5787,4
5788,18
5789,15
